tipo_pagamento,estado_entrega,dispositivo,periodo_compra,usa_cupom,chargeback_previo,valor_pedido,qtd_itens,tempo_cadastro_dias,compras_anteriores,dist_cobranca_entrega_km,score_risco,idade_cliente,fraude
Pix,BA,Mobile,Madrugada,Não,Não,235.33,3,1342.0,5,27.12,37.3,29,1.0
Cartão,GO,Desktop,Manhã,Sim,Não,783.61,5,781.0,6,8.4,64.8,74,1.0
Cartão,BA,Desktop,Manhã,Não,Não,207.55,5,889.0,9,9.58,30.0,75,0.0
Boleto,SP,Mobile,Noite,Sim,Não,,2,109.0,7,3.64,30.1,18,0.0
Cartão,SP,Mobile,Manhã,Não,Não,111.7,1,303.0,7,0.02,85.0,52,1.0
Cartão,SP,Mobile,Tarde,Não,Não,676.96,5,1172.0,7,17.62,79.2,40,0.0
Cartão,MG,Mobile,Noite,Não,Não,620.58,4,1549.0,5,8.14,17.5,76,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,252.03,2,,12,15.03,25.7,36,1.0
Cartão,RJ,,Manhã,Sim,Não,134.17,2,155.0,8,4.75,,74,0.0
,BA,Desktop,Madrugada,Não,Não,89.87,7,1130.0,6,47.53,9.2,23,0.0
Pix,PE,Mobile,Noite,Sim,Não,,4,1439.0,8,21.51,2.2,19,0.0
Pix,BA,,Tarde,Não,Não,222.6,2,858.0,6,25.69,81.3,40,0.0
Pix,BA,Mobile,Noite,Sim,Não,592.51,5,534.0,7,2.77,68.4,72,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,889.3,3,32.0,6,17.66,10.7,72,0.0
Cartão,PR,Mobile,Manhã,Não,Não,236.83,1,320.0,2,16.86,5.3,62,1.0
Pix,BA,Mobile,Tarde,Não,Não,850.51,6,1046.0,10,33.0,74.7,67,1.0
Cartão,PR,,Madrugada,Não,Não,,7,1726.0,9,22.71,62.9,45,0.0
Boleto,GO,Mobile,Noite,Sim,Não,191.42,7,988.0,8,17.45,57.9,39,0.0
Cartão,MG,Mobile,Tarde,Não,Não,165.7,3,1015.0,5,3.26,65.5,53,
Pix,PE,Desktop,Noite,Não,Não,159.0,2,490.0,7,0.7,50.3,19,0.0
Pix,SP,Mobile,Tarde,Não,Não,221.22,4,,4,0.76,38.9,34,0.0
Cartão,SP,Desktop,Tarde,Não,Sim,,2,1.0,7,8.42,0.0,52,0.0
Cartão,MG,Desktop,Tarde,Não,Não,487.11,2,964.0,11,28.31,37.3,64,1.0
Boleto,SP,Mobile,Noite,Não,Não,61.91,7,1488.0,11,18.72,40.6,28,0.0
Cartão,MG,Mobile,Manhã,Não,Não,,2,1195.0,6,9.99,47.6,39,0.0
Cartão,SP,Desktop,Tarde,Não,Não,213.55,6,1367.0,7,21.86,49.1,70,0.0
Boleto,GO,Mobile,Tarde,Sim,Não,1251.67,1,,8,6.3,,26,1.0
Boleto,MG,Desktop,Tarde,Não,Não,89.68,2,1449.0,5,6.4,81.6,70,1.0
Cartão,GO,Desktop,Tarde,Não,Sim,111.47,2,484.0,6,6.22,27.3,-18,0.0
Cartão,MG,Desktop,Manhã,Sim,Sim,190.22,6,398.0,6,33.52,28.7,72,0.0
Cartão,SP,Mobile,Madrugada,Não,Não,327.45,2,235.0,12,40.38,40.9,23,0.0
Cartão,PR,Tablet,Noite,Não,Não,329.97,4,363.0,4,10.97,95.5,54,1.0
Cartão,BA,Tablet,Noite,Sim,Não,202.6,5,1539.0,2,48.71,35.9,61,0.0
,BA,Mobile,Tarde,Não,Não,253.03,6,1857.0,7,25.14,20.0,62,
Cartão,PE,Mobile,Noite,Sim,Não,490.8,2,1324.0,5,7.49,58.7,28,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,123.23,2,1808.0,6,24.17,39.5,77,0.0
,RS,Mobile,Noite,Não,Não,371.65,6,136.0,6,43.77,48.6,28,0.0
Boleto,RS,Mobile,Tarde,Não,Não,,7,1473.0,3,35.52,34.5,59,0.0
Cartão,RJ,Desktop,Manhã,Sim,Não,1171.32,2,1109.0,6,0.36,43.5,70,0.0
Pix,SP,Mobile,Noite,Não,Não,117.73,1,1342.0,6,14.88,60.9,39,0.0
Boleto,BA,Desktop,Noite,Não,Não,601.93,4,1794.0,4,8.89,44.4,54,0.0
Cartão,RS,Desktop,Tarde,Não,Não,253.72,3,76.0,8,22.08,47.7,22,0.0
Cartão,RJ,Mobile,Noite,Sim,Não,309.18,6,1742.0,3,7.98,43.1,42,0.0
Boleto,BA,Desktop,Madrugada,Não,Não,440.73,5,1110.0,7,36.43,25.3,23,1.0
Pix,PE,Mobile,Noite,Sim,Não,306.53,2,1848.0,6,19.29,45.2,26,0.0
Pix,MG,Mobile,Tarde,Sim,Não,357.25,3,212.0,1,14.01,38.1,61,0.0
Cartão,PR,Mobile,Tarde,Sim,Não,495.99,3,1937.0,2,23.79,74.8,20,0.0
Cartão,MG,Mobile,Noite,Sim,Não,590.2,1,1213.0,3,22.76,92.7,72,1.0
Boleto,RJ,,Manhã,Não,Não,133.9,1,508.0,6,33.6,36.3,73,0.0
Pix,GO,Mobile,Manhã,Não,Não,431.07,7,263.0,7,41.49,38.5,43,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,,6,1365.0,6,3.87,68.8,34,0.0
Cartão,GO,Desktop,Noite,Não,Sim,672.66,3,1826.0,5,27.87,31.8,32,0.0
Cartão,SP,Tablet,Manhã,Sim,Não,805.63,2,316.0,3,3.54,54.8,20,0.0
Cartão,PR,Mobile,Tarde,Não,Não,710.26,5,22.0,5,18.2,45.7,46,1.0
Cartão,RS,Mobile,Noite,Não,Não,330.33,7,918.0,12,35.01,33.3,46,0.0
Cartão,PE,Mobile,Noite,Não,Não,101.31,2,1429.0,3,3.88,71.1,72,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,149.79,4,1920.0,5,9.82,35.0,48,0.0
Cartão,PR,Mobile,Noite,Sim,Não,350.16,4,509.0,9,1.1,34.4,36,0.0
Pix,BA,Mobile,Tarde,Sim,Não,381.57,4,1037.0,7,15.2,0.0,57,0.0
Cartão,GO,Mobile,Noite,Sim,Não,373.22,6,237.0,7,9.66,52.5,54,0.0
Boleto,SP,Tablet,Tarde,Não,Não,348.05,7,1734.0,3,37.95,34.7,23,0.0
Cartão,PR,Desktop,Noite,Sim,Não,257.03,7,473.0,5,5000.0,26.5,18,0.0
Pix,RJ,Mobile,Tarde,Sim,Sim,468.81,6,639.0,7,27.77,9.3,27,0.0
Pix,MG,Mobile,Manhã,Sim,Não,290.24,2,44.0,5,28.72,52.1,26,0.0
Pix,MG,Mobile,Madrugada,Não,Não,367.24,1,1951.0,6,23.13,53.6,62,0.0
Boleto,PE,Mobile,Tarde,Não,Não,153.09,6,,2,3.01,18.9,59,0.0
Cartão,RS,Mobile,Tarde,Sim,Não,393.64,3,1376.0,8,8.13,49.0,56,0.0
Boleto,PR,Mobile,Tarde,Não,Não,415.31,3,1079.0,9,45.33,5.0,32,0.0
Cartão,MG,Mobile,Noite,Não,Sim,273.28,6,1565.0,9,24.75,81.5,38,1.0
Boleto,RJ,Desktop,Noite,Sim,Não,347.03,2,1776.0,9,15.1,39.6,59,0.0
Cartão,GO,Desktop,Tarde,Não,Não,193.43,2,1827.0,7,24.32,54.3,45,1.0
Cartão,PE,Desktop,Manhã,Sim,Sim,470.01,5,844.0,7,1.83,51.1,70,0.0
Pix,BA,Mobile,Noite,Não,Sim,,7,1104.0,4,25.5,72.7,37,1.0
Pix,RJ,Desktop,Tarde,Sim,Não,265.04,7,1353.0,5,0.21,43.1,66,0.0
Cartão,PE,Tablet,Noite,Não,Não,428.59,4,717.0,3,5.59,23.2,50,0.0
Pix,PR,Desktop,Noite,Sim,Não,792.58,2,1533.0,4,36.28,53.0,65,0.0
Cartão,PE,Desktop,Noite,Não,Não,823.91,5,588.0,3,17.11,72.0,50,1.0
Cartão,RS,Tablet,Manhã,Não,Não,-500.0,5,1370.0,7,14.43,68.8,62,0.0
Pix,GO,Mobile,Tarde,Não,Não,1038.08,6,1527.0,5,38.36,26.8,52,1.0
Cartão,PE,Desktop,Noite,Não,Não,598.2,7,,5,12.7,32.1,21,0.0
Cartão,RJ,Mobile,Madrugada,Sim,Não,197.42,1,,5,45.65,48.6,69,1.0
Boleto,RJ,Mobile,Noite,Sim,Não,430.3,6,817.0,4,41.61,60.4,45,0.0
Cartão,MG,Desktop,Tarde,Sim,Não,,4,714.0,9,12.42,9.7,63,0.0
,RS,Mobile,Noite,Não,Não,117.32,3,944.0,7,7.05,49.0,70,0.0
,BA,Tablet,Tarde,Não,Não,461.17,7,,5,30.25,55.3,77,0.0
Pix,GO,Mobile,Tarde,Sim,Não,415.29,2,1574.0,4,45.27,33.9,61,1.0
Boleto,GO,Mobile,Noite,Não,Não,409.35,7,112.0,6,10.73,50.7,53,1.0
Pix,RS,Mobile,Noite,Não,Não,338.44,1,268.0,4,60.02,75.9,38,
Pix,GO,Desktop,Tarde,Sim,Não,359.31,7,1340.0,5,28.68,,22,0.0
Cartão,SP,Mobile,Tarde,Não,Não,,1,1238.0,6,15.69,32.5,31,0.0
,PR,Mobile,Manhã,Não,Não,154.09,5,,7,12.39,57.6,68,0.0
Cartão,PR,Desktop,Noite,Sim,Não,368.68,6,1728.0,11,4.91,26.3,29,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,114.26,50,1531.0,5,18.63,68.5,23,0.0
Cartão,MG,Mobile,Noite,Sim,Sim,334.7,3,1374.0,7,47.34,55.2,44,1.0
Boleto,MG,Mobile,Noite,Sim,Não,265.13,1,15.0,12,3.95,100.0,53,1.0
Cartão,PR,Mobile,Tarde,Não,Não,1002.47,4,1828.0,2,28.25,62.6,29,0.0
Cartão,RS,,Manhã,Não,Não,,1,1017.0,7,9.85,68.3,18,1.0
Cartão,SP,Mobile,Noite,Sim,Não,,5,581.0,6,50.8,41.7,23,0.0
Pix,SP,Desktop,Manhã,Não,Não,407.2,1,1777.0,4,20.66,37.6,41,0.0
Cartão,BA,Desktop,Manhã,Não,Não,489.79,5,,3,10.53,,34,0.0
Boleto,RJ,Mobile,Madrugada,Sim,Não,,7,1114.0,4,28.48,34.8,52,1.0
Boleto,PR,Desktop,Madrugada,Sim,Não,,1,1195.0,8,19.11,87.5,22,0.0
Cartão,GO,Mobile,Noite,Não,Sim,426.58,4,1299.0,4,35.63,24.8,56,0.0
Cartão,RS,Mobile,Manhã,Não,Não,400.51,2,590.0,8,6.95,48.5,76,0.0
Cartão,SP,Mobile,Madrugada,Não,Não,749.45,2,1371.0,5,10.54,,26,0.0
Cartão,PE,Mobile,Manhã,Sim,Não,,1,120.0,8,40.37,,59,0.0
Cartão,SP,,Noite,Não,Não,617.28,3,,5,21.46,41.4,33,1.0
Pix,MG,,Manhã,Não,Não,616.91,6,282.0,6,8.58,37.2,78,0.0
Cartão,BA,Desktop,Manhã,Não,Não,385.7,7,1642.0,3,18.73,58.3,25,1.0
Boleto,PR,Mobile,Tarde,Sim,Não,1004.18,2,1239.0,1,22.89,67.6,35,1.0
Boleto,BA,,Madrugada,Não,Não,578.26,1,362.0,3,17.0,66.9,48,1.0
Cartão,GO,Mobile,Tarde,Não,Não,271.3,2,498.0,4,62.88,47.6,78,1.0
Cartão,SP,Mobile,Noite,Sim,Não,319.8,5,1969.0,6,27.77,27.6,74,0.0
Cartão,BA,Mobile,Noite,Sim,Não,25.96,1,1341.0,6,45.11,28.0,35,0.0
Cartão,PE,Desktop,Madrugada,Não,Não,389.75,1,834.0,3,50.1,29.4,63,0.0
Pix,SP,Mobile,Tarde,Sim,Não,638.27,2,502.0,5,6.25,48.9,64,0.0
Cartão,RS,Desktop,Tarde,Não,Não,69.93,4,1229.0,7,3.73,52.4,59,0.0
Cartão,MG,Mobile,Noite,Não,Não,277.52,7,1676.0,3,36.13,52.0,39,1.0
Cartão,RS,Mobile,Madrugada,Não,Não,716.79,6,1765.0,4,23.41,47.6,69,1.0
,RJ,Mobile,Manhã,Não,Não,349.18,7,360.0,10,36.81,47.8,75,0.0
Pix,PE,Mobile,Noite,Sim,Não,166.92,1,1828.0,6,2.68,30.9,41,0.0
Cartão,GO,Mobile,Noite,Não,Sim,847.01,7,1987.0,5,13.4,6.6,37,0.0
Cartão,GO,Mobile,Tarde,Não,Não,500.87,1,836.0,8,10.64,,74,0.0
Cartão,PR,Mobile,Madrugada,Não,Não,373.35,4,1951.0,4,14.31,71.3,67,1.0
Boleto,RJ,Desktop,Noite,Sim,Não,213.47,4,1833.0,9,4.07,52.6,37,0.0
Pix,GO,Desktop,Tarde,Não,Não,270.51,4,668.0,6,16.96,19.8,72,0.0
Pix,BA,Mobile,Madrugada,Sim,Não,91.08,6,1512.0,7,66.33,49.7,67,0.0
Cartão,SP,Mobile,Noite,Não,Não,,3,1739.0,7,77.62,17.9,34,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,596.55,3,1967.0,5,48.1,50.7,19,1.0
Cartão,MG,Desktop,Manhã,Não,Não,441.12,7,1464.0,3,0.95,48.2,63,0.0
Cartão,PE,Mobile,Noite,Sim,Não,454.49,6,747.0,3,10.33,21.5,51,0.0
Boleto,RS,Desktop,Tarde,Não,Não,467.5,4,976.0,6,74.5,,55,0.0
Cartão,BA,Mobile,Tarde,Sim,Não,685.37,3,742.0,5,16.57,28.3,68,1.0
Boleto,BA,Desktop,Noite,Sim,Não,202.91,4,1309.0,5,14.73,65.1,33,0.0
Cartão,PE,Tablet,Tarde,Não,Não,243.93,5,1039.0,10,47.78,81.2,56,0.0
Pix,RJ,Mobile,Madrugada,Não,Não,280.7,6,1365.0,3,7.37,12.5,44,
Cartão,BA,Desktop,Noite,Não,Não,303.91,5,142.0,5,25.48,42.9,79,0.0
Cartão,PR,Desktop,Manhã,Não,Não,592.98,1,656.0,10,8.1,25.1,21,0.0
Cartão,RJ,Mobile,Noite,Sim,Não,185.15,6,475.0,4,0.7,30.8,75,0.0
Pix,RJ,Mobile,Madrugada,Não,Não,-500.0,1,284.0,7,43.75,65.0,35,0.0
Cartão,RS,Desktop,Tarde,Sim,Não,240.98,4,718.0,5,19.07,46.3,27,1.0
Cartão,MG,Desktop,Noite,Não,Não,314.84,4,1060.0,8,5.97,,19,0.0
Cartão,PE,Desktop,Noite,Sim,Não,88.68,3,1418.0,4,8.59,54.2,76,0.0
Cartão,BA,Tablet,Noite,Não,Não,196.14,1,1711.0,5,46.95,,35,0.0
Cartão,GO,Desktop,Manhã,Não,Não,71.98,3,182.0,7,7.59,8.9,48,0.0
Cartão,MG,Mobile,Manhã,Não,Não,,2,,4,0.29,56.8,53,0.0
Cartão,BA,Mobile,Manhã,Não,Sim,306.88,4,220.0,7,23.05,0.0,57,0.0
Cartão,RJ,Mobile,Madrugada,Não,Não,111.08,1,1806.0,3,7.07,10.4,43,0.0
Cartão,PE,Mobile,Tarde,Não,Não,120.79,1,382.0,13,54.24,0.9,60,0.0
Cartão,BA,Desktop,Noite,Não,Não,119.13,3,1472.0,6,6.18,18.6,29,0.0
Cartão,PE,Desktop,Tarde,Não,Não,377.97,5,1107.0,7,18.24,32.7,20,0.0
Cartão,PE,Desktop,Tarde,Não,Não,251.85,4,1081.0,8,25.67,49.7,55,0.0
Boleto,MG,Mobile,Tarde,Não,Não,38.02,7,589.0,4,20.89,47.0,47,
Pix,PE,Desktop,Tarde,Não,Não,788.64,4,1915.0,8,6.7,38.9,53,0.0
Cartão,RJ,Mobile,Noite,Não,Não,377.75,4,1976.0,3,16.37,29.4,77,0.0
Boleto,RS,Mobile,Noite,Não,Não,851.26,5,179.0,7,28.1,12.0,35,1.0
Boleto,BA,Mobile,Tarde,Não,Não,492.1,6,,7,13.88,38.5,30,0.0
Cartão,MG,Mobile,Noite,Não,Sim,484.24,7,869.0,6,15.32,50.1,20,1.0
Cartão,PE,Mobile,Noite,Não,Não,175.15,4,807.0,6,19.72,59.8,21,0.0
Cartão,RS,Mobile,Noite,Sim,Sim,623.99,5,1844.0,3,44.74,63.8,29,0.0
Cartão,BA,Desktop,Noite,Não,Não,574.83,5,319.0,6,57.82,77.4,64,0.0
Pix,RS,,Madrugada,Sim,Não,35.65,3,317.0,4,2.67,45.9,28,0.0
Cartão,MG,Desktop,Tarde,Não,Não,64.67,4,323.0,12,35.4,74.2,28,0.0
Boleto,PR,Mobile,Tarde,Sim,Não,673.83,5,1863.0,10,32.2,34.0,74,0.0
Cartão,GO,Mobile,Tarde,Não,Não,101.66,5,28.0,8,7.35,5.7,60,0.0
Pix,MG,Mobile,Tarde,Não,Sim,213.78,3,14.0,8,10.89,63.0,62,0.0
Cartão,SP,Desktop,Noite,Não,Não,377.79,4,246.0,2,19.34,47.4,64,1.0
Cartão,PE,Mobile,Noite,Não,Não,,7,1701.0,5,24.11,42.6,38,0.0
Cartão,GO,Mobile,Noite,Não,Não,205.98,2,1648.0,5,65.91,46.3,40,
Pix,BA,Mobile,Tarde,Não,Não,972.84,6,692.0,6,18.58,21.9,78,0.0
Pix,GO,Mobile,Noite,Não,Não,87.69,7,1558.0,8,39.5,21.3,64,0.0
Cartão,SP,Desktop,Noite,Não,Não,872.54,5,223.0,10,31.15,42.2,34,0.0
Cartão,PR,Mobile,Manhã,Não,Não,405.57,7,1281.0,5,6.41,56.6,18,0.0
Cartão,MG,Mobile,Madrugada,Não,Não,163.17,1,1775.0,6,1.53,40.5,55,0.0
Pix,GO,Mobile,Madrugada,Sim,Sim,725.31,6,,7,33.42,,49,0.0
Cartão,RS,Mobile,Tarde,Sim,Não,500.52,3,984.0,7,0.04,10.1,24,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,165.5,7,1246.0,6,45.52,,31,0.0
Pix,GO,Mobile,Tarde,Não,Não,327.23,6,1078.0,7,29.12,49.6,18,0.0
Cartão,RJ,Mobile,Noite,Sim,Não,267.26,3,1710.0,5,19.54,42.5,69,0.0
Cartão,RS,Desktop,Manhã,Não,Sim,976.41,3,112.0,5,4.37,36.3,55,1.0
Pix,GO,Mobile,Noite,Sim,Não,,7,475.0,2,21.22,19.4,67,0.0
Boleto,MG,Mobile,Madrugada,Sim,Não,53.25,4,1109.0,3,24.35,52.5,26,0.0
Cartão,PR,Mobile,Noite,Não,Não,240.9,7,1784.0,6,3.91,81.1,47,0.0
Pix,RS,Mobile,Noite,Não,Não,382.22,2,,7,22.05,87.6,75,0.0
Cartão,GO,Mobile,Tarde,Sim,Não,173.25,1,,9,48.25,34.3,51,0.0
Cartão,PE,Mobile,Manhã,Sim,Não,275.25,6,194.0,6,11.07,21.7,43,0.0
Cartão,GO,Mobile,Madrugada,Sim,Não,303.33,6,647.0,6,12.11,32.8,70,1.0
Pix,MG,Desktop,Noite,Sim,Não,334.86,7,101.0,4,1.5,14.4,34,0.0
Boleto,RS,Mobile,Manhã,Sim,Sim,571.12,6,1095.0,8,35.7,36.0,39,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,258.24,3,1090.0,3,4.42,44.4,60,0.0
Pix,RJ,Desktop,Tarde,Não,Não,341.8,7,204.0,6,29.9,30.6,36,0.0
Cartão,RJ,Desktop,Tarde,Não,Não,573.22,5,897.0,6,9.04,17.9,79,0.0
,PE,Mobile,Tarde,Sim,Não,338.1,2,131.0,4,4.35,43.1,30,1.0
Cartão,GO,Desktop,Tarde,Sim,Não,429.93,2,1025.0,7,40.15,69.8,33,0.0
Pix,MG,Mobile,Noite,Não,Não,771.67,7,35.0,4,35.78,50.9,61,1.0
Cartão,PR,Mobile,Noite,Não,Não,491.92,3,784.0,10,4.37,38.6,71,0.0
Boleto,PR,Mobile,Manhã,Sim,Não,124.61,1,499.0,7,6.96,62.8,45,0.0
Cartão,PE,Tablet,Noite,Sim,Não,149.51,3,1160.0,8,14.82,45.6,58,0.0
Cartão,PR,Desktop,Tarde,Sim,Não,130.3,1,,6,17.43,17.0,76,0.0
Pix,PE,Mobile,Tarde,Sim,Não,,3,1011.0,2,7.58,64.7,57,0.0
Boleto,RS,Mobile,Tarde,Sim,Não,491.93,3,1285.0,5,37.16,43.0,63,1.0
Boleto,PE,Desktop,Tarde,Não,Sim,641.27,3,312.0,4,28.94,17.3,35,1.0
Cartão,RJ,Mobile,Noite,Não,Não,611.21,4,1311.0,2,10.99,48.1,58,1.0
,GO,Mobile,Tarde,Não,Não,228.55,3,1787.0,8,21.68,9.7,29,0.0
Boleto,BA,Mobile,Noite,Não,Não,110.75,2,1114.0,8,69.23,32.6,34,0.0
Cartão,RS,Mobile,Noite,Não,Não,183.69,5,1281.0,1,0.61,57.5,64,0.0
Pix,MG,Mobile,Manhã,Não,Não,10.22,6,1751.0,6,0.94,18.1,36,0.0
Cartão,PE,Desktop,Madrugada,Não,Não,137.29,6,397.0,5,15.23,30.9,59,0.0
Pix,RJ,Mobile,Noite,Não,Não,88.98,5,,7,8.78,51.3,75,0.0
Cartão,PR,Desktop,Manhã,Sim,Não,,3,1477.0,9,20.74,42.3,77,0.0
Cartão,MG,Mobile,Madrugada,Não,Não,583.53,4,596.0,7,28.24,80.6,53,1.0
Pix,RS,Desktop,Tarde,Sim,Não,60.03,3,1331.0,5,3.42,78.5,54,
Cartão,PR,Desktop,Manhã,Não,Não,175.02,3,1116.0,4,24.08,,56,0.0
Pix,SP,Mobile,Manhã,Sim,Não,310.76,1,1415.0,5,41.05,250.0,36,0.0
Cartão,RJ,Desktop,Manhã,Sim,Não,264.36,6,380.0,4,15.72,16.5,71,0.0
Pix,PE,Desktop,Noite,Não,Não,85.14,6,1082.0,4,29.67,,61,0.0
Pix,PR,Desktop,Noite,Não,Não,239.64,2,1485.0,7,32.06,,41,0.0
Pix,SP,Mobile,Madrugada,Não,Não,232.14,6,1312.0,5,57.83,68.9,44,0.0
Boleto,PR,Mobile,Tarde,Não,Não,174.13,1,494.0,6,3.21,39.9,54,0.0
Cartão,GO,Mobile,Manhã,Sim,Não,467.45,6,18.0,6,12.97,36.1,18,1.0
Pix,RJ,Mobile,Tarde,Sim,Não,307.96,5,174.0,5,9.57,8.6,54,0.0
Boleto,BA,Tablet,Manhã,Não,Não,636.35,6,877.0,3,31.37,31.9,68,0.0
Cartão,PR,Mobile,Manhã,Sim,Não,416.62,4,520.0,4,1.55,34.2,65,0.0
Pix,PR,Desktop,Noite,Não,Não,133.73,1,221.0,8,24.95,52.4,37,0.0
Cartão,RS,Desktop,Noite,Sim,Não,470.59,2,,5,40.43,30.8,62,0.0
Cartão,SP,Mobile,Tarde,Sim,Não,611.06,2,282.0,5,41.85,44.5,43,1.0
Cartão,RJ,Tablet,Manhã,Sim,Não,72.19,2,1554.0,4,61.25,42.9,56,0.0
Pix,PR,Desktop,Tarde,Não,Não,389.03,5,814.0,7,15.87,8.8,20,0.0
Cartão,RS,Mobile,Noite,Não,Não,165.07,1,893.0,6,28.64,37.0,29,0.0
Cartão,RS,Mobile,Tarde,Não,Não,975.06,2,1666.0,4,4.69,57.9,50,0.0
Cartão,MG,Mobile,Manhã,Sim,Sim,303.9,7,1455.0,4,23.17,16.9,41,0.0
Cartão,PE,Mobile,Tarde,Não,Não,,5,1514.0,7,24.19,45.4,37,0.0
Cartão,RS,Mobile,Tarde,Não,Sim,864.33,4,1585.0,5,34.35,70.9,68,1.0
Cartão,RJ,Desktop,Madrugada,Sim,Não,578.16,3,442.0,7,3.77,65.2,39,1.0
Boleto,SP,Mobile,Noite,Não,Não,206.58,4,344.0,8,3.08,63.5,75,0.0
Cartão,SP,Desktop,Tarde,Não,Não,201.9,1,1771.0,3,43.09,50.0,77,
,PE,Mobile,Manhã,Sim,Não,307.08,4,776.0,4,8.45,53.7,32,1.0
Cartão,SP,Mobile,Madrugada,Sim,Não,506.21,7,1302.0,7,22.59,28.6,37,0.0
Boleto,RJ,Mobile,Noite,Sim,Não,466.82,6,610.0,2,23.28,,40,0.0
,GO,Desktop,Noite,Não,Não,835.12,5,480.0,11,24.72,48.5,76,1.0
Cartão,RS,Mobile,Tarde,Não,Não,259.88,1,,9,21.72,50.3,40,1.0
Pix,RJ,Desktop,Tarde,Não,Não,293.77,7,409.0,7,34.19,55.3,68,0.0
Cartão,PR,Mobile,Tarde,Sim,Não,205.97,2,711.0,6,5.84,47.9,67,0.0
Cartão,SP,Mobile,Noite,Não,Não,190.75,5,590.0,4,28.74,67.3,49,0.0
Cartão,RS,Desktop,Manhã,Sim,Não,293.9,6,1452.0,2,4.35,73.6,69,0.0
Cartão,SP,Tablet,Manhã,Não,Não,388.72,1,157.0,7,21.58,51.3,27,0.0
Cartão,RS,Desktop,Madrugada,Não,Não,457.11,7,997.0,4,60.7,53.1,71,0.0
Cartão,RS,Mobile,Noite,Não,Não,763.86,6,519.0,6,6.27,44.9,76,0.0
,RJ,Mobile,Noite,Sim,Não,866.54,7,993.0,11,6.98,7.1,59,
,RJ,Mobile,Tarde,Não,Não,774.44,6,384.0,11,24.69,21.1,47,0.0
Cartão,MG,Mobile,Tarde,Sim,Não,1075.41,1,1747.0,9,7.66,59.3,36,0.0
Cartão,SP,Mobile,Manhã,Não,Não,306.41,5,1305.0,7,21.07,71.7,74,0.0
Cartão,RS,Mobile,Tarde,Sim,Não,148.4,4,520.0,6,1.65,60.6,59,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,531.96,7,972.0,8,17.02,26.9,72,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,293.73,4,1411.0,8,6.19,26.5,48,0.0
Cartão,PR,Desktop,Madrugada,Não,Não,561.91,2,287.0,4,27.5,60.7,61,1.0
Pix,SP,Mobile,Noite,Não,Não,140.41,7,1772.0,4,4.79,68.0,71,0.0
Pix,PE,Mobile,Noite,Não,Não,149.76,6,,11,0.35,54.4,37,0.0
Pix,GO,,Madrugada,Sim,Não,662.57,1,1092.0,8,13.27,64.8,21,1.0
Cartão,MG,Desktop,Noite,Não,Sim,837.07,4,800.0,9,32.09,75.5,37,1.0
Cartão,RJ,Mobile,Noite,Sim,Não,222.62,1,135.0,7,53.36,60.2,26,0.0
Cartão,PE,Mobile,Manhã,Não,Não,498.77,4,142.0,8,41.81,50.7,61,0.0
Boleto,PR,,Noite,Não,Não,177.14,5,1442.0,13,45.06,55.4,43,0.0
Pix,RS,Mobile,Madrugada,Não,Não,744.21,6,1221.0,9,23.82,48.1,36,1.0
Cartão,PR,Mobile,Tarde,Não,Não,440.57,5,1548.0,6,26.09,40.9,68,0.0
,PE,Mobile,Tarde,Não,Não,444.18,4,37.0,1,5000.0,34.0,44,0.0
Cartão,BA,Mobile,Noite,Não,Não,474.66,5,283.0,5,21.3,44.8,56,1.0
Boleto,RS,Mobile,Tarde,Sim,Não,604.34,6,85.0,5,20.81,,36,0.0
Cartão,RS,Mobile,Tarde,Não,Não,126.66,1,377.0,4,7.17,91.4,49,0.0
Cartão,GO,Mobile,Noite,Não,Não,204.88,6,589.0,7,21.4,53.9,64,0.0
Cartão,RS,Mobile,Noite,Sim,Não,,5,601.0,4,34.02,46.2,27,0.0
Cartão,SP,Mobile,Madrugada,Sim,Não,91.03,2,546.0,7,4.54,50.0,53,0.0
Boleto,PR,Mobile,Tarde,Não,Não,707.26,4,810.0,6,47.51,47.0,41,0.0
Cartão,MG,Desktop,Manhã,Não,Não,36.44,7,1856.0,4,12.75,50.3,54,0.0
Cartão,SP,Desktop,Manhã,Não,Não,729.51,2,1772.0,9,44.96,36.8,53,0.0
Cartão,MG,Mobile,Tarde,Não,Não,366.28,6,1584.0,3,21.77,51.1,70,1.0
Cartão,RS,Mobile,Manhã,Sim,Não,157.77,5,1041.0,6,33.85,62.2,58,
Pix,PR,Desktop,Madrugada,Sim,Não,164.17,4,1685.0,6,46.79,75.3,36,0.0
Cartão,SP,Desktop,Noite,Não,Não,544.67,4,1295.0,4,19.01,49.5,58,0.0
Cartão,PR,Mobile,Tarde,Sim,Não,255.73,1,538.0,7,20.1,52.0,68,0.0
